State,Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total intl calls,Customer service calls,Churn
GA,90,No,No,0,113.2,108,4,3,False
WI,111,No,Yes,36,166.2,54,2,3,False
CO,101,No,Yes,23,262.2,101,14,1,False
SC,72,No,No,0,207.8,92,4,0,False
MI,67,No,Yes,35,245.4,89,6,1,False
MD,172,No,No,0,287.1,108,2,3,True
IN,154,No,Yes,32,192.3,82,1,2,False
ME,69,No,No,0,194.2,122,3,2,False
DC,123,No,No,0,211,92,7,3,False
TN,130,No,Yes,12,141.9,92,5,0,False
FL,142,No,Yes,26,220.5,94,9,2,False
WA,29,No,No,0,157.4,122,2,1,False
HI,87,No,Yes,28,143.5,106,5,0,False
NE,149,No,No,0,156,56,8,0,False
TN,146,Yes,No,0,160.1,63,3,2,False
MD,88,Yes,No,0,235.1,98,2,4,True
NM,119,Yes,Yes,15,160,95,5,5,True
VT,48,No,No,0,188.4,63,2,1,False
OR,135,No,No,0,194.8,97,3,1,False
IN,100,No,No,0,247.8,117,2,1,False
MO,98,No,No,0,221.2,80,3,4,False
FL,75,No,Yes,26,118.5,86,3,2,False
DC,180,No,Yes,33,231.8,78,4,1,False
VT,100,No,Yes,25,215.9,90,4,1,False
OH,119,No,Yes,35,217.1,92,5,2,False
MO,86,No,No,0,83.5,96,3,0,False
LA,155,No,Yes,39,183.3,106,7,1,False
IL,78,Yes,No,0,236.8,141,2,1,True
NJ,153,No,No,0,193.8,90,3,1,False
IA,92,No,Yes,25,134,112,4,0,False
WA,13,No,Yes,25,176.6,65,5,2,False
NE,154,No,No,0,191.4,93,3,3,False
CT,144,Yes,Yes,35,174.8,127,3,0,False
WV,48,No,No,0,275.2,67,2,1,False
ND,94,No,No,0,174,85,1,1,False
UT,139,No,No,0,165,132,8,1,False
MS,126,No,No,0,228.7,102,4,1,False
MN,122,No,No,0,107.9,88,3,2,False
NH,139,No,No,0,221.3,140,6,1,False
LA,95,No,No,0,141.1,84,6,3,False
ME,80,No,Yes,31,166.4,92,4,4,False
KS,131,No,Yes,28,249.6,87,3,3,False
KS,36,No,No,0,178.6,83,5,1,False
NV,180,No,No,0,139,96,5,2,False
MT,25,No,No,0,134.3,98,5,2,False
MT,113,No,No,0,215.9,93,5,3,False
ID,88,No,Yes,31,181.6,91,4,1,False
AK,120,No,No,0,178.4,97,9,1,False
UT,74,No,No,0,106.4,84,3,1,False
AR,109,No,No,0,170.7,101,4,2,False
LA,162,No,Yes,33,184.5,139,6,0,False
KS,124,No,Yes,37,161.2,109,4,1,False
OR,177,No,No,0,84.9,77,5,2,False
WI,91,No,No,0,217.9,71,2,1,False
CO,105,No,No,0,270.9,98,5,0,True
KS,24,No,No,0,243,91,6,0,True
IL,48,No,No,0,128.2,71,3,0,False
IA,86,No,No,0,126.3,115,7,2,False
AZ,163,No,No,0,178.7,56,2,4,False
NE,91,No,No,0,159,109,4,0,False
ID,56,No,No,0,150.9,79,5,3,False
OH,147,Yes,Yes,24,219.9,118,4,3,False
TX,64,No,No,0,168,116,3,2,False
TN,108,No,Yes,34,162.1,83,3,4,True
OK,159,No,No,0,198.8,107,7,5,False
ND,136,Yes,No,0,256.8,90,10,3,False
MT,116,No,Yes,35,182.8,122,2,1,False
NC,45,No,Yes,38,196.8,92,2,1,False
MN,122,No,No,0,140.1,120,5,2,False
MN,138,No,No,0,194.3,83,3,5,False
MA,132,No,No,0,117.6,66,5,1,False
PA,101,Yes,No,0,193.7,108,8,0,False
GA,58,No,No,0,243.1,105,4,2,False
NV,81,No,No,0,145.4,132,4,1,False
TX,87,No,No,0,169.1,105,10,3,False
ME,116,No,No,0,229.3,93,3,2,False
RI,85,Yes,No,0,197.2,97,4,4,False
MN,62,No,Yes,33,186.4,84,3,2,True
NH,90,No,No,0,76.1,121,3,0,False
TN,98,No,No,0,162.8,65,3,2,False
UT,73,No,No,0,182.3,115,5,1,False
RI,107,Yes,No,0,194.4,83,7,2,False
NH,55,No,Yes,20,189.3,95,4,2,False
AK,76,No,Yes,22,160.1,107,4,3,False
NC,30,No,No,0,145,76,4,3,False
AZ,157,No,No,0,220.7,105,7,4,False
MA,40,No,Yes,31,224.7,69,5,1,True
TN,72,No,No,0,147,79,4,1,False
WY,95,No,Yes,39,260.8,130,5,1,False
IA,42,No,No,0,155.4,127,3,0,False
IN,86,No,No,0,166.2,112,7,1,False
NJ,131,No,No,0,211.8,115,7,0,False
FL,55,No,Yes,45,130.5,114,5,4,True
MT,74,No,No,0,162.7,102,6,0,False
ND,81,Yes,Yes,37,237.1,76,3,1,False
MI,81,No,No,0,166.2,102,2,4,False
MT,28,No,No,0,121.7,48,2,6,True
AL,111,No,No,0,176.4,62,2,0,False
NV,3,No,Yes,27,67.4,116,2,2,False
MI,51,No,No,0,229.7,129,1,1,True
FL,68,No,Yes,24,176,118,7,1,False
NY,163,No,No,0,247.7,77,7,0,True
KS,87,No,No,0,115.4,90,5,2,False
NC,58,No,No,0,112.2,95,1,0,True
MN,109,No,No,0,162.6,138,4,0,False
RI,111,No,No,0,229.4,107,6,4,False
UT,144,No,No,0,139.6,96,4,2,False
OR,135,No,No,0,263.8,66,2,5,True
SC,109,No,Yes,46,217.5,123,3,4,False
IL,107,No,Yes,14,114.3,132,8,1,False
OH,149,No,No,0,196.3,108,3,2,False
MA,56,No,No,0,253.2,95,4,1,False
OR,129,No,No,0,98,99,4,0,False
CA,92,No,No,0,249.4,118,3,0,False
WV,67,No,Yes,30,129.6,107,5,1,False
VT,120,No,No,0,221.3,106,7,0,False
ID,166,No,No,0,220.7,106,9,1,False
OR,66,No,No,0,87.6,76,5,1,False
GA,76,No,No,0,203.6,61,3,0,False
ME,79,No,No,0,213.6,110,3,2,False
HI,98,No,Yes,31,181.6,112,4,2,False
AZ,141,No,Yes,22,215.4,123,6,1,False
UT,49,No,No,0,266.3,90,2,2,True
IA,46,No,No,0,199.2,111,2,3,False
CT,137,No,No,0,115,130,4,3,False
WA,171,No,No,0,270.5,69,5,1,True
VA,10,No,No,0,222.2,127,4,1,False
CO,88,No,No,0,61.9,78,2,3,False
LA,89,No,No,0,141.1,92,2,2,False
TX,82,No,No,0,189.2,81,5,3,True
SD,139,No,No,0,196,135,1,3,False
VA,87,No,No,0,171.6,119,4,0,False
NY,137,Yes,No,0,174,123,3,2,False
WA,45,No,No,0,78.6,106,5,1,True
WI,90,No,No,0,200.9,92,7,1,False
TN,103,No,No,0,141.3,123,2,1,False
CT,100,No,No,0,235.8,130,1,2,False
WA,110,No,No,0,185.1,100,4,3,False
NH,124,No,No,0,254.3,113,2,2,False
MT,10,No,No,0,183,103,6,2,False
NE,89,No,Yes,29,163.5,80,5,2,False
WA,121,No,No,0,207.9,98,2,2,False
WI,101,No,No,0,248.6,102,3,3,False
AR,103,No,Yes,31,185.4,105,4,2,False
WI,51,No,No,0,197.8,60,5,1,False
DE,2,Yes,No,0,132.1,42,1,2,True
NH,111,No,No,0,197.1,117,11,0,False
VA,118,No,No,0,154.6,112,5,2,False
TN,17,No,Yes,31,153.1,115,1,6,True
VA,130,No,No,0,211.2,119,9,2,False
ID,193,No,No,0,96.8,92,5,2,True
TN,114,No,No,0,172,145,9,1,False
AZ,137,No,No,0,141.1,91,7,2,False
MT,185,No,Yes,29,151.1,121,2,2,False
OK,101,No,No,0,209.6,107,2,3,False
ID,95,No,Yes,32,247,109,4,3,False
NV,7,No,Yes,30,221.4,114,12,1,False
KS,126,No,No,0,321.3,99,4,1,True
WY,71,No,No,0,243.7,124,2,0,False
MS,124,No,No,0,251.5,85,6,3,False
WY,97,Yes,No,0,236.9,107,2,0,True
TX,28,No,No,0,159.7,79,3,2,False
WA,90,Yes,No,0,148.2,96,1,4,True
HI,190,No,No,0,150.9,86,1,1,False
IL,31,No,Yes,28,210.5,101,2,1,False
AK,52,No,Yes,24,170.9,71,5,2,False
MD,73,No,No,0,254.7,80,8,0,False
MA,111,No,No,0,284.4,89,8,0,True
SD,98,No,No,0,0,0,1,4,True
PA,106,Yes,No,0,133.7,45,2,1,True
NC,111,No,No,0,224.9,117,3,0,False
VT,59,No,No,0,151.8,98,5,1,False
KY,71,No,Yes,22,141.4,107,3,2,False
WA,55,No,No,0,285.7,124,7,0,True
LA,13,No,No,0,58.4,121,5,1,False
WA,136,No,Yes,16,90.4,105,4,0,False
ME,123,No,No,0,114.4,91,3,0,False
WI,105,No,No,0,147.7,103,3,2,False
TX,50,No,Yes,31,302.7,93,14,3,False
IA,118,No,No,0,136.1,120,4,1,False
AZ,97,No,No,0,169.7,84,6,3,False
ND,51,No,No,0,227.2,89,2,0,False
VT,73,No,No,0,217.8,91,6,1,True
HI,35,No,No,0,124.2,102,8,2,False
WY,64,No,No,0,206.2,76,2,1,False
WV,63,No,No,0,132.9,122,2,3,False
OK,117,No,Yes,31,104.9,115,6,3,False
CT,115,No,No,0,245,97,8,1,True
UT,162,No,No,0,184.5,118,3,1,False
NY,89,No,No,0,89.5,66,1,3,False
VA,94,Yes,No,0,235.6,131,4,1,False
VT,129,No,No,0,186,127,6,4,False
SD,86,No,No,0,223.9,75,9,1,False
PA,96,No,No,0,179.5,125,2,1,False
ND,190,No,No,0,169.4,102,5,1,False
CT,80,No,No,0,118.1,90,6,1,False
SC,108,No,No,0,112,105,4,4,True
MI,97,No,Yes,32,168.4,129,7,0,False
VT,84,No,Yes,42,214.3,112,10,0,False
OH,65,No,No,0,245.7,139,5,4,True
VT,131,No,Yes,34,156.6,134,10,1,False
IL,58,Yes,Yes,43,142.8,96,4,1,False
MO,36,No,No,0,202.4,115,2,3,False
WI,54,No,No,0,116.8,119,2,1,False
NJ,45,No,No,0,155.7,110,1,1,False
GA,125,No,Yes,39,236.1,107,4,2,False
VT,72,No,Yes,21,138.1,113,2,2,False
CT,141,No,No,0,51.9,108,3,3,False
AZ,113,No,No,0,81.3,116,3,0,False
SD,20,No,Yes,35,171.5,98,3,0,False
CT,212,No,No,0,126,96,3,1,False
IN,99,Yes,No,0,197.2,127,6,4,False
OH,94,No,No,0,194.1,62,4,1,False
NY,40,No,No,0,115.7,105,6,1,False
NE,86,No,Yes,29,157.2,118,5,3,False
OK,101,No,No,0,269.7,85,15,3,True
NC,170,No,No,0,246.4,107,8,0,False
HI,105,No,No,0,227.4,121,4,1,False
UT,103,No,No,0,189.8,110,4,0,False
MD,140,Yes,Yes,27,188.9,124,5,4,False
VT,101,No,No,0,0,0,4,1,False
TX,98,No,Yes,19,110.5,87,4,1,False
AZ,104,No,No,0,167.6,116,2,4,False
VA,115,No,No,0,132,90,0,3,False
WI,112,No,No,0,167.8,88,4,0,False
NE,70,No,No,0,213.4,86,4,1,False
KY,126,No,No,0,175.4,120,1,0,False
NV,87,No,Yes,39,82.6,113,1,3,False
MT,125,No,No,0,143.2,80,7,4,True
MO,86,No,No,0,125.5,139,8,1,False
MS,73,No,Yes,31,82.3,105,2,6,True
NM,232,No,No,0,165.6,104,3,1,False
NJ,1,No,Yes,30,183.1,95,2,0,False
NH,133,No,No,0,162.1,91,5,1,False
NC,103,No,No,0,166.6,84,6,1,False
MT,131,No,Yes,24,135.9,60,4,1,False
SD,95,No,Yes,20,165.7,78,6,0,False
VA,182,No,No,0,176.1,90,4,1,False
LA,99,No,No,0,142.3,89,1,0,False
NV,27,No,No,0,177.6,121,3,3,False
AK,141,No,No,0,83.2,74,7,1,False
OH,29,Yes,Yes,37,235,101,7,2,False
NM,65,No,No,0,105.7,95,12,2,False
MI,81,Yes,No,0,149.4,68,3,3,True
MN,37,No,Yes,20,264.7,81,7,0,False
WY,107,No,Yes,31,160.3,45,1,1,False
WY,127,Yes,Yes,28,95.9,117,3,1,False
WA,78,No,No,0,140.7,77,5,0,False
NM,55,No,No,0,119.7,148,2,2,False
VA,86,No,Yes,30,99.9,84,7,2,False
RI,176,No,No,0,250.9,108,6,2,False
AL,96,Yes,No,0,200.6,117,5,2,False
WV,11,No,Yes,38,209.8,130,7,1,False
WV,48,No,Yes,34,198,70,4,1,False
NJ,127,No,No,0,239.8,107,5,1,False
TN,63,No,No,0,164.5,75,2,0,False
MI,79,No,No,0,220.9,107,2,1,False
UT,47,No,Yes,37,112.8,150,6,2,False
IL,89,Yes,Yes,19,112.6,114,2,0,True
MI,83,No,Yes,26,226.4,117,7,1,False
WI,126,Yes,Yes,34,244.9,118,6,4,False
ND,60,No,No,0,203.2,99,6,2,False
VT,122,No,No,0,136.7,115,4,0,False
WA,136,No,No,0,152.6,97,10,1,False
NC,172,No,Yes,47,274.9,102,2,1,False
ME,102,No,No,0,195.7,116,3,1,True
SD,113,Yes,No,0,204.3,82,7,1,False
WV,79,No,No,0,222.3,99,4,3,False
ID,55,No,Yes,8,222.5,104,2,1,False
LA,111,No,Yes,28,128.8,104,2,2,False
GA,160,No,No,0,174.3,105,2,0,False
FL,110,No,No,0,242.5,110,3,4,False
CO,192,No,No,0,221.6,101,6,4,False
NV,93,No,No,0,114.3,100,9,0,False
IN,101,No,Yes,33,219.7,137,2,2,False
VA,77,No,No,0,144.9,136,3,2,False
UT,105,No,Yes,40,236.5,111,3,2,False
UT,133,No,Yes,44,174,80,7,2,True
MO,131,No,No,0,109.5,95,7,1,False
CT,106,No,Yes,33,81.6,120,4,1,False
HI,118,No,No,0,133.4,113,4,1,False
MD,125,No,No,0,137.1,94,4,1,False
VA,95,No,No,0,197,88,8,0,False
MT,80,No,No,0,198.1,160,3,3,False
SC,145,No,No,0,39.5,78,6,0,False
CO,37,No,No,0,199.5,107,4,2,False
ID,87,No,No,0,156.8,93,6,1,False
AL,69,No,No,0,183.4,85,5,3,False
CO,83,No,No,0,132.4,120,2,1,False
UT,195,No,No,0,63.2,108,3,0,False
DE,67,Yes,Yes,35,181.1,59,4,0,True
OH,75,No,Yes,27,117.5,102,7,3,False
RI,123,No,Yes,27,218.7,79,1,0,False
FL,41,No,Yes,41,207.3,95,3,1,False
OH,75,No,No,0,150.6,99,5,0,False
MD,76,Yes,No,0,273.3,66,7,1,True
IL,86,Yes,No,0,266.1,120,4,1,False
PA,140,No,No,0,112.8,89,6,0,False
AZ,70,No,No,0,104.7,112,7,3,False
NH,121,No,Yes,35,193.8,62,4,0,False
RI,112,No,No,0,168.6,102,5,1,False
HI,118,No,No,0,253.2,122,7,2,False
NJ,66,No,Yes,16,174.7,92,2,1,False
WI,78,No,No,0,87,102,5,0,False
MD,129,No,Yes,34,204.5,79,9,2,False
OR,6,No,No,0,226.5,93,4,3,False
NV,107,Yes,No,0,234.1,91,3,1,False
AR,107,Yes,No,0,133.3,106,2,3,True
MT,138,No,No,0,133.9,87,3,1,False
CT,103,No,No,0,160.2,104,2,0,False
UT,116,No,Yes,44,230.6,94,2,0,False
GA,189,No,No,0,227.4,84,4,2,False
NV,161,No,No,0,72.8,120,2,2,False
TN,1,No,No,0,196.1,107,2,1,False
DE,89,No,No,0,197.1,110,3,1,False
NY,64,No,No,0,219.6,126,5,1,False
MT,126,No,Yes,30,153.4,90,4,4,True
IA,129,No,No,0,216,85,10,2,False
VT,128,No,Yes,32,222.9,136,4,0,False
LA,81,No,Yes,36,115.9,120,6,3,False
MT,114,No,No,0,189.8,101,5,1,False
NH,50,No,No,0,154.7,102,3,0,False
WV,86,No,No,0,136.4,104,1,3,False
ID,96,No,No,0,170.5,86,6,1,False
AZ,72,No,No,0,272.4,88,2,0,False
SC,64,No,Yes,40,210,116,4,8,False
WV,57,Yes,Yes,17,236.5,94,3,2,False
OH,65,No,No,0,153.9,117,3,2,False
MD,163,No,No,0,223,120,5,1,False
MD,136,No,No,0,252.4,74,3,2,False
MN,116,No,No,0,197.9,84,6,1,False
NE,93,No,No,0,152.4,74,5,3,False
MN,142,No,Yes,40,237.4,105,3,3,False
NY,92,No,No,0,265.6,82,2,1,False
HI,70,No,No,0,197.3,91,6,1,False
MO,22,No,Yes,14,199.1,100,1,1,False
NV,37,No,No,0,233.7,114,2,2,False
MA,51,No,No,0,183.1,99,3,1,False
NH,174,No,No,0,139.4,96,5,2,False
UT,68,No,No,0,213.9,112,3,1,True
FL,130,No,No,0,207.1,70,2,1,False
WA,104,No,No,0,139.7,78,5,2,False
CT,134,No,No,0,177.2,91,3,2,False
KY,108,No,Yes,35,169.8,136,7,2,False
NM,103,No,No,0,173.5,83,2,3,False
ND,62,No,No,0,159.9,100,4,1,False
NV,162,No,No,0,115.1,89,3,2,False
CA,93,No,Yes,19,136.8,113,3,2,False
ID,42,No,No,0,92.2,108,6,1,False
OK,155,No,Yes,23,243.9,112,11,2,False
IA,36,No,No,0,117.1,94,2,0,False
OH,143,No,No,0,223.3,99,4,0,True
NJ,197,No,No,0,154.8,111,2,3,False
IA,81,No,No,0,261.4,141,6,1,True
DE,138,Yes,No,0,46.5,104,4,4,True
CA,103,No,Yes,18,149.9,84,7,0,True
WY,127,Yes,No,0,242.2,102,5,2,True
OR,136,No,No,0,259.4,99,6,1,True
ME,99,No,No,0,222.4,102,8,2,False
AR,95,No,No,0,69.4,79,5,0,False
ME,118,Yes,Yes,21,156.5,122,3,4,True
WV,113,No,No,0,61.2,111,3,5,True
PA,128,Yes,No,0,245.2,112,5,0,False
HI,117,No,No,0,102.3,100,10,3,False
MT,48,No,Yes,36,230.9,92,4,3,False
DC,81,Yes,No,0,227.4,105,3,0,False
AR,57,No,No,0,192.8,68,6,1,False
MS,140,No,No,0,162.6,98,2,1,False
OH,107,No,Yes,38,219.4,92,1,2,False
MO,56,No,No,0,137.2,111,4,1,False
TX,159,No,No,0,87.7,103,10,1,False
MD,102,No,No,0,271.1,80,5,1,False
CT,107,No,No,0,103.4,94,3,1,False
SC,106,No,No,0,52.2,106,2,2,False
MI,225,No,No,0,165.4,106,3,0,True
SD,75,No,No,0,147.5,110,3,2,False
CO,86,No,No,0,217.8,93,7,0,False
ID,169,No,No,0,235.7,79,10,1,False
AZ,122,No,Yes,22,204.5,92,5,2,False
FL,106,No,No,0,178.4,143,2,0,False
MN,52,No,Yes,32,130.1,68,5,2,False
DE,79,No,Yes,34,103.7,100,4,2,False
MI,135,No,No,0,239.9,91,3,2,False
MS,70,No,No,0,148.4,110,4,0,False
MA,80,No,No,0,148.6,106,2,2,False
CA,37,No,No,0,191.1,69,1,0,False
MN,161,No,Yes,39,218.5,76,4,1,False
VT,137,No,No,0,97.5,95,0,1,False
CT,123,No,No,0,128.7,126,5,0,False
WV,80,No,Yes,38,236.6,69,10,2,False
WV,94,No,No,0,85.9,113,16,0,False
NE,105,No,Yes,27,141.2,96,2,1,False
NC,73,No,Yes,31,194.4,104,3,0,False
NE,112,No,No,0,167.6,100,3,2,False
IL,179,No,No,0,234.5,134,4,1,False
MA,57,No,No,0,154.2,78,9,1,False
AZ,127,No,Yes,14,143.2,99,1,1,False
SD,122,Yes,Yes,40,216.4,80,4,1,False
MT,33,No,Yes,35,161.9,85,2,1,False
VT,94,No,No,0,118.7,90,6,3,False
UT,100,No,No,0,179.1,123,10,1,False
HI,106,No,No,0,147.9,97,5,2,False
DC,148,No,Yes,38,209.2,110,4,2,False
WI,120,No,Yes,29,244.3,140,6,0,False
UT,91,No,Yes,34,175.3,96,11,1,False
WA,86,No,No,0,150.5,92,2,1,False
SD,78,No,Yes,25,197.4,73,2,0,False
MT,94,No,No,0,163.5,136,5,1,False
NJ,85,No,No,0,236.9,93,7,2,True
CT,89,No,No,0,82.3,77,4,1,False
VA,128,No,No,0,216,111,4,1,False
NC,115,Yes,No,0,180,119,3,1,False
AK,76,No,No,0,143.7,55,6,1,False
MD,75,No,Yes,39,198.2,107,7,1,False
IL,90,No,Yes,29,185.6,106,5,2,False
CT,30,No,No,0,137.6,108,10,3,False
KS,105,Yes,No,0,273.9,119,7,1,True
MA,102,No,Yes,31,125.3,92,2,3,False
NJ,83,No,No,0,178.8,102,4,3,False
AR,63,No,Yes,49,214.9,86,5,0,False
MS,155,No,No,0,163,93,4,2,False
ND,82,No,Yes,29,163.8,77,2,2,False
IN,87,No,No,0,189.5,113,3,1,False
MI,115,No,Yes,26,155.2,110,4,0,False
AR,99,Yes,No,0,242.3,102,3,0,True
VT,121,Yes,Yes,44,254.1,127,4,3,False
WV,54,No,Yes,33,112,90,4,2,False
ME,105,No,No,0,115.5,73,5,3,False
IA,73,No,No,0,137.1,102,4,1,False
CT,95,No,No,0,198.4,113,3,0,False
NM,21,No,Yes,19,132.7,94,7,3,False
OR,163,No,Yes,25,219.6,99,8,2,False
VT,57,No,No,0,169.6,96,4,0,False
RI,104,Yes,No,0,160.4,73,5,4,False
RI,83,No,Yes,20,95,89,2,0,False
NM,141,No,No,0,160.1,87,1,2,False
AL,95,No,No,0,194.6,114,2,3,False
MT,184,No,No,0,236.4,73,4,1,True
CT,74,No,No,0,157.1,95,3,2,False
TN,67,No,No,0,179.8,125,4,0,False
ID,104,Yes,No,0,148.2,108,4,0,False
TX,71,No,Yes,39,183.2,103,6,1,False
NH,149,No,No,0,119.2,88,6,4,True
ND,154,No,Yes,35,224,102,2,0,False
SC,138,No,Yes,21,19.5,149,1,0,False
KS,117,No,No,0,184.8,83,8,1,False
ME,130,No,No,0,176.3,140,5,1,False
RI,73,No,No,0,241.7,115,2,2,False
WI,100,No,Yes,38,224.7,121,6,0,False
NC,149,No,No,0,207.3,115,4,1,False
OH,29,No,No,0,196.8,81,7,2,False
WY,131,No,No,0,110.9,74,9,1,False
NJ,153,No,No,0,122.5,145,3,2,False
ND,84,No,No,0,226.9,144,5,2,False
WI,133,No,No,0,187,65,8,2,False
KY,112,No,No,0,170.5,113,6,0,False
NY,87,No,No,0,204.8,101,3,0,False
MO,72,No,No,0,165.9,114,5,2,False
AZ,66,No,No,0,154,133,3,4,True
MN,65,No,Yes,29,158.1,104,6,1,False
CO,74,No,No,0,225.2,93,2,2,False
MD,116,No,No,0,159.4,79,2,6,True
AR,68,No,No,0,172.7,95,1,2,False
TN,68,No,No,0,222.8,99,3,3,False
DE,54,Yes,No,0,214.1,77,3,1,False
TN,99,No,No,0,54.8,92,3,1,False
WI,107,No,No,0,134,104,3,3,False
WV,124,No,No,0,184.8,74,6,1,False
CT,95,No,Yes,36,283.1,112,3,3,False
MN,173,No,No,0,291.8,143,2,0,True
MO,110,No,No,0,222.7,94,4,1,False
VA,102,No,No,0,174.5,79,5,0,False
NH,130,No,No,0,68.4,86,4,0,False
OK,91,No,Yes,31,273,78,2,1,False
CT,64,Yes,No,0,225.3,134,9,1,True
TN,176,No,Yes,23,283.2,130,6,1,False
MD,93,Yes,No,0,131.4,78,2,1,True
WI,84,No,Yes,12,89.7,87,2,1,False
SD,138,No,No,0,127.1,102,3,3,False
ND,101,No,Yes,28,105.9,132,5,1,False
VA,136,No,No,0,142.3,79,11,2,False
UT,111,No,No,0,191.3,80,3,2,False
MA,132,No,Yes,36,201.9,93,5,0,False
SD,128,No,No,0,247.3,91,2,3,False
AL,92,No,Yes,38,242.2,96,1,1,False
AL,197,Yes,No,0,127.3,80,5,5,True
WV,191,No,No,0,162,104,7,1,False
SC,99,No,Yes,33,179.1,93,1,2,False
FL,106,No,Yes,31,197.4,125,4,3,False
KY,88,No,No,0,148.2,82,4,2,False
UT,78,No,No,0,193.1,85,1,0,False
NY,98,No,No,0,171.7,99,6,1,False
MS,17,No,Yes,35,198.5,123,10,1,False
NH,56,No,Yes,24,121.7,87,3,1,False
VA,84,No,No,0,130.2,105,6,2,False
VT,95,No,No,0,203.4,96,3,2,False
WY,16,No,No,0,174.7,83,8,5,False
NV,76,Yes,No,0,241,120,1,1,True
WV,93,No,No,0,141.7,95,3,0,False
WA,83,No,No,0,134.8,96,5,2,False
KS,123,No,No,0,163.1,119,10,1,False
VT,64,No,No,0,145.5,116,8,1,False
OK,82,No,No,0,329.8,73,6,0,True
GA,107,No,No,0,194.5,97,1,2,False
CO,110,No,No,0,131.9,93,4,1,False
AK,96,No,Yes,29,150,91,3,1,False
TN,47,No,Yes,30,196.6,93,4,2,False
KY,115,No,No,0,99.7,107,4,2,False
PA,69,No,No,0,143.6,88,5,3,False
CT,163,No,Yes,40,231.9,56,3,2,False
CT,90,No,No,0,37.8,80,5,3,False
MN,98,No,No,0,72.8,107,4,3,False
WY,90,No,Yes,39,94.8,89,5,1,False
PA,174,No,Yes,15,221.8,143,9,1,False
OR,95,No,No,0,269,120,4,2,True
PA,79,No,No,0,268.3,114,7,1,True
OK,123,No,Yes,27,198.7,127,5,1,False
VT,99,No,No,0,115.5,75,7,7,True
ID,114,No,No,0,202.1,100,5,2,False
PA,141,No,No,0,215.6,113,6,1,False
NM,132,No,No,0,169.9,107,2,1,False
FL,133,No,No,0,201.7,85,4,0,False
TX,133,No,No,0,221.1,133,3,4,False
VT,93,No,Yes,32,218.7,117,5,2,False
MA,34,No,No,0,293.7,89,10,2,True
OR,140,No,No,0,120.3,108,3,4,True
DE,96,No,Yes,26,175.8,96,2,2,False
FL,144,No,No,0,278.5,95,5,1,True
ID,24,No,Yes,29,236.3,105,2,3,False
MD,54,No,No,0,273.8,113,3,1,False
WV,50,No,No,0,131.1,129,9,5,True
ID,92,No,Yes,23,167.4,83,3,4,False
NV,96,No,No,0,197.7,68,3,3,False
OH,146,No,No,0,169.5,93,7,2,False
ID,138,Yes,Yes,17,225.2,116,4,0,False
SC,102,No,No,0,174.5,73,5,4,False
MO,76,No,No,0,129.7,84,3,5,True
NE,99,No,No,0,200,66,2,3,False
NC,83,No,Yes,36,95.9,87,4,0,False
ME,36,No,Yes,25,152.8,110,2,1,False
MI,70,No,No,0,129.9,102,3,1,False
AZ,109,Yes,No,0,268.4,85,8,2,True
AZ,100,No,No,0,188.5,152,5,2,False
HI,104,No,No,0,170.6,97,1,1,False
NJ,106,No,No,0,191.4,124,3,1,False
MS,84,No,No,0,75.3,96,1,1,False
MA,80,No,No,0,149.8,123,7,2,False
SC,100,No,No,0,115.9,87,4,1,False
MN,99,No,No,0,128.8,86,4,2,False
WV,50,No,No,0,131.7,108,5,1,False
MS,105,No,No,0,101.4,48,2,1,False
VA,113,No,Yes,23,149,104,5,4,False
MS,111,No,Yes,36,96.8,123,4,2,False
NM,161,No,No,0,107.5,121,3,2,False
TX,70,No,No,0,232.8,95,7,0,True
HI,97,No,Yes,43,121.1,105,5,3,False
WA,130,No,No,0,124.3,70,6,0,False
WI,92,No,No,0,157.7,101,3,1,False
CO,119,No,No,0,124.3,68,1,0,False
NV,115,No,No,0,286.4,125,6,1,True
RI,134,No,No,0,141.7,95,6,0,False
VA,127,No,Yes,25,173,91,3,0,False
NJ,80,No,No,0,268.7,120,1,2,True
ND,153,No,Yes,31,218.5,130,6,0,False
MN,85,No,No,0,255.3,114,5,3,False
HI,79,No,No,0,41.9,124,5,1,False
ND,35,No,No,0,260.8,87,2,1,False
WI,120,No,Yes,26,239.4,94,3,0,False
MN,68,No,No,0,226.7,94,1,0,False
DC,60,No,No,0,179.3,147,6,1,True
KS,120,No,No,0,158,110,5,1,False
MT,71,No,Yes,23,175.7,82,7,1,False
WV,124,No,No,0,157.4,107,3,3,False
ME,23,No,No,0,113.1,74,2,1,True
WY,225,No,No,0,182.7,142,2,1,False
NY,181,Yes,No,0,161.3,83,3,0,True
VT,63,No,No,0,142.5,92,2,2,False
NC,54,Yes,No,0,190.5,108,2,2,True
MO,80,Yes,Yes,15,159.3,110,5,1,False
NC,118,Yes,Yes,39,153.8,106,6,1,False
NJ,42,Yes,No,0,180.7,127,6,2,False
OH,134,No,No,0,202.7,105,7,0,False
TX,66,No,Yes,35,190.8,100,6,0,False
WA,66,No,No,0,205.1,102,6,2,False
TN,127,No,Yes,28,235.6,124,2,1,False
HI,146,No,No,0,189.3,77,3,0,False
WY,93,No,Yes,42,166.9,101,1,1,False
CT,77,No,No,0,245.2,87,4,0,True
NM,111,No,No,0,132.6,125,2,4,True
