ID Movimiento;ID Orden;Fecha Orden;Prioridad;SKU;Margen base;Cantidad Pedida;Precio por Unidad;Descuento;ID Cliente
6374;45248;16/04/2011;Medio;796;0,59;38;3,95;0,05;536
6375;45248;16/04/2011;Medio;524;0,6;32;195,99;0,1;536
5804;41157;16/04/2011;Medio;351;0,65;39;107,53;0,09;204
6658;47367;16/04/2011;Medio;161;0,38;7;3,8;0,06;168
6659;47367;16/04/2011;Medio;21;0,38;6;3,69;0,08;168
5422;38530;17/04/2011;Critical;329;0,36;47;40,98;0,03;34
5423;38530;17/04/2011;Critical;643;0,57;13;49,43;0,05;34
5575;39492;17/04/2011;No Especificado;416;0,77;38;40,48;0,03;591
5576;39492;17/04/2011;No Especificado;659;0,4;40;4,28;0,08;591
5577;39492;17/04/2011;No Especificado;335;0,59;31;200,99;0,01;591
5579;39527;17/04/2011;Bajo;819;0,39;29;6,88;0,01;120
4177;29639;17/04/2011;Critical;271;0,58;8;2,6;0,04;468
3253;23301;18/04/2011;Alto;1167;0,68;4;5,98;0,02;217
3254;23301;18/04/2011;Alto;452;0,36;3;5,98;0,05;217
1905;13634;18/04/2011;Alto;840;0,67;46;39,98;0,05;272
1906;13634;18/04/2011;Alto;692;0,35;27;5,58;0,04;272
5363;38118;18/04/2011;No Especificado;510;0,68;7;19,98;0,09;381
4967;35360;18/04/2011;Critical;896;0,35;4;8,88;0,04;150
5783;41026;19/04/2011;Medio;674;0,66;8;89,99;0,1;231
5784;41026;19/04/2011;Medio;550;0,84;19;3,14;0,1;231
3036;21799;19/04/2011;No Especificado;271;0,58;42;2,6;0,05;440
7728;55362;20/04/2011;Alto;185;0,36;24;2,88;0,07;182
4393;31271;20/04/2011;Bajo;741;0,59;4;8,37;0,03;577
1421;10308;20/04/2011;Alto;487;0,57;40;175,99;0,09;635
1056;7812;20/04/2011;Bajo;793;0,44;17;27,42;0,04;482
1057;7812;20/04/2011;Bajo;1127;0,63;12;320,64;0,09;482
6788;48354;20/04/2011;Medio;384;0,37;25;55,48;0,03;477
5319;37828;20/04/2011;Bajo;155;0,78;23;20,97;0,04;776
5320;37828;20/04/2011;Bajo;1013;0,36;42;4,91;0,01;776
2329;16802;20/04/2011;Medio;263;0,37;44;6,68;0,05;370
2330;16802;20/04/2011;Medio;1047;0,3;26;95,99;0,01;370
7334;52261;21/04/2011;No Especificado;770;0,64;49;212,6;0,02;157
5713;40454;21/04/2011;No Especificado;814;0,58;43;30,98;0,1;175
3712;26503;21/04/2011;Medio;899;0,38;47;15,57;0,1;238
3713;26503;21/04/2011;Medio;67;0,49;12;19,98;0,01;238
3624;25863;22/04/2011;No Especificado;595;0,58;18;20,99;0;680
6073;43013;22/04/2011;Bajo;140;0,57;43;34,76;0,08;522
6072;43013;22/04/2011;Bajo;961;0,55;50;50,98;0,08;522
5545;39268;22/04/2011;No Especificado;313;0,39;44;7,1;0,02;718
5546;39268;22/04/2011;No Especificado;1070;0,83;45;3,74;0,1;718
4680;33287;22/04/2011;Critical;243;0,56;44;270,97;0;428
3432;24486;22/04/2011;Medio;486;0,77;3;8,12;0,03;749
3433;24486;22/04/2011;Medio;265;0,56;14;1,76;0;749
5318;37826;23/04/2011;Medio;641;0,39;45;6,78;0,03;51
5388;38311;23/04/2011;Medio;408;0,73;9;140,85;0,1;83
890;6402;23/04/2011;Bajo;813;0,59;35;10,23;0,01;120
4169;29539;23/04/2011;Alto;433;0,39;24;9,78;0,1;289
2320;16710;24/04/2011;Alto;128;0,56;47;145,45;0,09;425
6131;43398;24/04/2011;No Especificado;747;0,55;10;159,31;0,07;234
7379;52611;25/04/2011;Medio;1107;0,44;11;2,18;0,09;575
7855;56162;25/04/2011;No Especificado;748;0,69;30;180,98;0,09;89
8301;59271;25/04/2011;No Especificado;534;0,43;40;14,81;0,02;440
8302;59271;25/04/2011;No Especificado;452;0,36;23;5,98;0,02;440
4302;30626;25/04/2011;Critical;809;0,43;23;9,93;0,1;120
439;2947;25/04/2011;Critical;184;0,36;8;6,48;0,05;749
3601;25697;26/04/2011;Bajo;929;0,61;46;8,46;0,02;139
3578;25479;28/04/2011;Critical;316;0,39;3;85,99;0,04;49
4878;34694;28/04/2011;Bajo;1149;0,54;11;4,48;0,04;8
1388;10054;28/04/2011;Alto;705;0,74;2;79,52;0,08;362
1389;10054;28/04/2011;Alto;1088;0,56;2;125,99;0,09;362
4951;35238;28/04/2011;Bajo;1050;0,56;27;65,99;0,1;381
5500;39008;28/04/2011;No Especificado;304;0,74;28;122,99;0;530
554;3750;29/04/2011;Medio;452;0,36;12;5,98;0,04;129
3753;26791;29/04/2011;Bajo;471;0,59;45;11,29;0,08;605
2378;17252;29/04/2011;No Especificado;972;0,38;48;48,91;0,03;755
2379;17252;29/04/2011;No Especificado;303;0,76;49;296,18;0,08;755
2312;16674;29/04/2011;Bajo;673;0,56;49;42,98;0,09;353
2313;16674;29/04/2011;Bajo;146;0,64;39;355,98;0,02;353
6033;42727;29/04/2011;No Especificado;39;0,6;11;500,98;0,01;601
6034;42727;29/04/2011;No Especificado;344;0,55;21;8,45;0,1;601
3183;22850;30/04/2011;Medio;597;0,75;4;27,48;0,08;564
84;513;30/04/2011;Alto;727;0,77;33;150,89;0;256
314;2208;30/04/2011;No Especificado;276;0,4;7;11,5;0,07;381
315;2208;30/04/2011;No Especificado;783;0,37;41;599,99;0,09;381
2561;18528;30/04/2011;Critical;1186;0,58;33;10,98;0,07;504
2562;18528;30/04/2011;Critical;590;0,36;22;5,78;0,03;504
5386;38305;30/04/2011;Critical;217;0,6;21;155,99;0,08;634
7954;56834;01/05/2011;Alto;800;0,4;22;80,97;0;145
7955;56834;01/05/2011;Alto;73;0,37;33;6,48;0,09;145
341;2311;01/05/2011;Alto;532;0,57;31;40,89;0,01;156
933;6755;01/05/2011;Alto;313;0,39;20;7,1;0,01;461
6066;42979;01/05/2011;No Especificado;561;0,61;29;90,98;0,02;285
1068;7878;01/05/2011;Critical;849;0,6;50;81,94;0,07;130
1069;7878;01/05/2011;Critical;850;0,49;41;8,57;0,06;130
1070;7878;01/05/2011;Bajo;626;0,54;42;5,81;0,03;130
4327;30848;01/05/2011;Medio;456;0,66;13;348,21;0,09;525
443;2978;02/05/2011;Critical;335;0,59;28;200,99;0,07;5
441;2978;02/05/2011;Critical;1272;0,6;34;205,99;0,01;5
442;2978;02/05/2011;Critical;327;0,39;36;162,93;0,09;5
1489;10695;02/05/2011;Alto;1057;0,59;39;205,99;0,1;469
6032;42725;02/05/2011;Medio;167;0,57;18;12,28;0,04;140
4625;32929;02/05/2011;Bajo;477;0,38;8;5,68;0,05;314
4626;32929;02/05/2011;Bajo;274;0,58;13;12,21;0,09;314
4780;33925;03/05/2011;Bajo;1243;0,4;47;30,98;0,03;639
5850;41539;03/05/2011;Alto;1231;0,42;24;1,6;0,04;348
5851;41539;03/05/2011;Alto;454;0,58;41;65,99;0,04;348
6334;44871;03/05/2011;Critical;829;0,56;27;3,28;0,02;60
4997;35584;03/05/2011;Medio;722;0,6;15;9,71;0,08;691
6340;44960;03/05/2011;Bajo;846;0,37;16;6,48;0,04;449
6341;44960;03/05/2011;Bajo;1025;0,59;22;8,57;0,1;449
6342;44960;03/05/2011;Bajo;738;0,51;17;1,7;0,04;449
791;5696;03/05/2011;Critical;1170;0,37;4;525,98;0,02;413
792;5696;03/05/2011;Critical;1226;0,37;40;16,51;0,1;413
793;5696;03/05/2011;Critical;1167;0,68;31;5,98;0,09;413
2960;21414;04/05/2011;Critical;1061;0,39;34;3,38;0,05;719
2961;21414;04/05/2011;Critical;74;0,81;46;80,98;0,05;719
2962;21414;04/05/2011;Critical;359;0,6;33;125,99;0,05;719
2963;21414;04/05/2011;Critical;988;0,82;43;2,52;0,09;719
2720;19649;04/05/2011;Alto;801;0,52;25;14,42;0,05;262
2721;19649;04/05/2011;Alto;468;0,65;36;31,76;0,1;262
3634;25955;04/05/2011;No Especificado;757;0,59;10;16,06;0,03;446
5244;37314;04/05/2011;Medio;324;0,48;21;9,77;0,04;193
5608;39745;04/05/2011;No Especificado;360;0,4;8;115,99;0,05;344
3304;23617;05/05/2011;No Especificado;744;0,35;6;37,7;0,04;52
6015;42628;05/05/2011;No Especificado;197;0,3;4;349,45;0,01;563
6917;49346;05/05/2011;No Especificado;138;0,55;8;12,22;0,1;359
6918;49346;05/05/2011;No Especificado;1147;0,4;50;5,28;0,04;359
2559;18503;05/05/2011;No Especificado;128;0,56;46;145,45;0,03;240
2560;18503;05/05/2011;No Especificado;706;0,58;13;85,99;0,06;240
249;1702;06/05/2011;Alto;26;0,54;23;2,84;0,06;722
2082;14883;06/05/2011;Bajo;171;0,6;38;25,98;0,07;591
2083;14883;06/05/2011;Bajo;745;0,6;47;125,99;0,03;591
8172;58407;06/05/2011;Alto;384;0,37;29;55,48;0,02;649
5904;41857;06/05/2011;Bajo;51;0,55;45;9,65;0,04;608
4479;31876;07/05/2011;Alto;1047;0,3;8;95,99;0,08;212
7758;55520;07/05/2011;Critical;772;0,36;43;11,99;0,08;387
3468;24679;07/05/2011;No Especificado;572;0,72;7;4,77;0,09;777
4891;34791;07/05/2011;Medio;381;0,42;37;7,59;0,03;396
4892;34791;07/05/2011;Medio;815;0,37;9;104,85;0,01;396
6166;43686;07/05/2011;Medio;435;0,45;16;83,1;0,05;273
1997;14242;08/05/2011;Alto;162;0,75;35;30,73;0,03;635
3936;28035;08/05/2011;No Especificado;234;0,37;19;18,99;0,03;534
7768;55616;08/05/2011;Alto;30;0,75;29;5,98;0;514
7767;55616;08/05/2011;Alto;174;0,83;24;20,99;0,02;514
5027;35841;08/05/2011;Medio;1156;0,37;23;9,9;0,06;214
5028;35841;08/05/2011;Medio;445;0,57;48;125,99;0,07;214
2231;16128;08/05/2011;Alto;311;0,46;46;63,94;0,07;93
4841;34434;09/05/2011;No Especificado;656;0,37;16;1,8;0,08;61
4842;34434;09/05/2011;No Especificado;657;0,39;23;4,98;0,04;61
1915;13730;09/05/2011;Alto;100;0,65;26;146,34;0,07;272
1132;8288;09/05/2011;Critical;173;0,39;22;59,78;0,02;302
4303;30657;10/05/2011;Alto;716;0,64;6;43,22;0,06;682
4304;30657;10/05/2011;Alto;857;0,43;8;22,24;0,01;682
1714;12322;11/05/2011;Critical;55;0,67;36;92,23;0,03;778
7446;53127;11/05/2011;Alto;744;0,35;50;37,7;0,07;192
7447;53127;11/05/2011;Alto;618;0,59;49;65,99;0,05;192
1483;10662;12/05/2011;Bajo;184;0,36;45;6,48;0,08;500
6130;43397;12/05/2011;Critical;1049;0,56;35;60,89;0,08;567
6812;48486;12/05/2011;Alto;963;0,37;42;6,48;0,07;140
1098;8064;12/05/2011;Alto;1177;0,57;44;243,98;0,07;427
4490;31973;12/05/2011;No Especificado;1019;0,3;15;26,64;0,03;161
4491;31973;12/05/2011;No Especificado;520;0,37;16;7,28;0,07;161
5702;40327;13/05/2011;Medio;503;0,39;42;3,69;0,06;28
5703;40327;13/05/2011;Medio;504;0,4;36;4,28;0,09;28
1360;9921;14/05/2011;Bajo;69;0,38;23;15,67;0,05;51
8041;57444;14/05/2011;Critical;675;0,35;24;7,68;0,09;701
4812;34215;14/05/2011;Alto;284;0,38;6;5,34;0,02;678
155;965;14/05/2011;Bajo;401;0,78;42;280,98;0,07;504
5585;39590;14/05/2011;Bajo;250;0,36;9;7,64;0;761
3763;26887;15/05/2011;Critical;673;0,56;38;42,98;0,08;448
3764;26887;15/05/2011;Critical;404;0,4;23;8,04;0,07;448
2282;16450;15/05/2011;Medio;481;0,36;12;5,98;0,03;422
6105;43267;16/05/2011;Critical;325;0,54;17;76,72;0,05;382
6818;48544;16/05/2011;Alto;658;0,57;44;20,99;0,01;381
1226;8995;17/05/2011;Alto;75;0,37;5;1,88;0,08;568
1227;8995;17/05/2011;Alto;76;0,36;41;6,48;0,1;568
1228;8995;17/05/2011;Alto;77;0,59;35;102,3;0,08;568
1229;8995;17/05/2011;Alto;78;0,37;42;6,48;0,07;568
1230;8995;17/05/2011;Alto;79;0,83;46;1,89;0,01;568
2089;14951;17/05/2011;Medio;537;0,48;34;80,98;0,02;60
2090;14951;17/05/2011;Medio;271;0,58;26;2,6;0,08;60
7277;51938;17/05/2011;Bajo;359;0,6;5;125,99;0,06;194
200;1317;18/05/2011;Alto;985;0,4;44;11,7;0,06;262
201;1317;18/05/2011;Alto;887;0,36;40;4,98;0,08;262
202;1317;18/05/2011;Alto;1147;0,4;29;5,28;0,06;262
4448;31687;19/05/2011;Alto;149;0,58;44;2,78;0,07;511
1039;7585;19/05/2011;Alto;174;0,83;34;20,99;0;779
5582;39586;19/05/2011;No Especificado;492;0,38;1;3,52;0,04;522
82;512;19/05/2011;Bajo;87;0,57;6;218,08;0,06;644
83;512;19/05/2011;Bajo;1142;0,58;48;15,42;0,01;644
154;964;19/05/2011;Medio;809;0,43;4;9,93;0,02;421
153;964;19/05/2011;Medio;1000;0,39;50;5,98;0,02;421
7046;50306;20/05/2011;Medio;878;0,38;34;63,98;0,09;666
7884;56387;20/05/2011;Medio;36;0,37;32;3,89;0,1;593
7885;56387;20/05/2011;Medio;686;0,37;9;6,48;0,08;593
7418;52900;20/05/2011;Alto;588;0,36;16;5,98;0;362
3839;27364;20/05/2011;Medio;616;0,36;25;2,88;0,04;275
3840;27364;20/05/2011;Medio;443;0,59;29;65,99;0,06;275
3377;24099;20/05/2011;No Especificado;634;0,8;6;30,98;0,01;317
3378;24099;20/05/2011;No Especificado;543;0,84;36;20,34;0;317
2388;17312;20/05/2011;No Especificado;973;0,37;37;6,68;0,05;76
2389;17312;20/05/2011;No Especificado;745;0,6;41;125,99;0;76
3778;26976;20/05/2011;No Especificado;69;0,38;44;15,67;0,02;780
3779;26976;20/05/2011;No Especificado;455;0,65;28;51,65;0,07;780
3780;26976;20/05/2011;No Especificado;1258;0,57;11;125,99;0,04;780
2984;21542;21/05/2011;Alto;314;0,59;18;21,38;0,04;723
2985;21542;21/05/2011;Alto;456;0,66;43;348,21;0,05;723
2972;21477;21/05/2011;Bajo;1028;0,39;7;24,95;0,01;220
2973;21477;21/05/2011;Bajo;819;0,39;40;6,88;0,06;220
916;6566;21/05/2011;Critical;1090;0,45;21;33,98;0,01;730
5402;38403;21/05/2011;Bajo;185;0,36;49;2,88;0,01;193
633;4422;21/05/2011;Medio;218;0,5;12;25,38;0,02;458
634;4422;21/05/2011;Medio;314;0,59;17;21,38;0,02;458
3546;25280;21/05/2011;No Especificado;1060;0,57;47;4,13;0,03;421
3545;25280;21/05/2011;No Especificado;237;0,38;16;10,91;0,01;421
6684;47553;22/05/2011;Medio;1099;0,71;49;550,98;0,08;400
6055;42918;22/05/2011;Alto;512;0,38;46;14,27;0,07;389
6056;42918;22/05/2011;Alto;513;0,39;46;9,49;0,1;389
6057;42918;22/05/2011;Alto;276;0,4;38;11,5;0,02;389
6479;46117;22/05/2011;Bajo;309;0,56;22;50,98;0,02;160
5909;41891;22/05/2011;Alto;532;0,57;22;40,89;0,08;37
5219;37152;22/05/2011;Medio;661;0,69;39;113,98;0,02;363
5220;37152;22/05/2011;Medio;868;0,58;45;65,99;0,04;363
8003;57185;23/05/2011;Medio;956;0,57;28;49,34;0,06;79
5772;40964;23/05/2011;Critical;279;0,58;40;6,84;0;530
5644;39937;23/05/2011;Medio;431;0,39;42;2,78;0,07;419
6758;48161;23/05/2011;No Especificado;1023;0,58;16;7,77;0,01;199
6759;48161;23/05/2011;No Especificado;357;0,58;39;195,99;0,09;199
2806;20259;24/05/2011;Critical;421;0,82;42;12,88;0,05;705
35;225;24/05/2011;Critical;646;0,6;24;5,58;0,06;227
36;225;24/05/2011;Critical;93;0,44;1;19,84;0,05;227
5947;42214;24/05/2011;Bajo;138;0,55;46;12,22;0,03;241
5948;42214;24/05/2011;Bajo;611;0,37;28;6,48;0,02;241
6452;45958;25/05/2011;Medio;998;0,5;28;599,99;0,03;387
6453;45958;25/05/2011;Medio;908;0,36;16;6,69;0,02;387
6985;49924;25/05/2011;Critical;689;0,35;48;4,24;0,07;435
6986;49924;25/05/2011;Critical;405;0,41;13;2,23;0,08;435
4727;33665;25/05/2011;Bajo;655;0,6;45;284,98;0,08;615
8025;57350;25/05/2011;Alto;659;0,4;33;4,28;0,09;245
8026;57350;25/05/2011;Alto;630;0,59;50;125,99;0,09;245
6448;45893;26/05/2011;Alto;773;0,39;15;4,49;0,05;468
2029;14471;26/05/2011;No Especificado;713;0,39;44;18,65;0,03;344
2030;14471;26/05/2011;No Especificado;499;0,37;42;6,48;0,05;344
4455;31751;26/05/2011;Alto;512;0,38;31;14,27;0,1;318
1462;10535;27/05/2011;Bajo;91;0,55;25;33,98;0,09;554
1463;10535;27/05/2011;Bajo;92;0,56;46;1,76;0,09;554
5891;41794;27/05/2011;Critical;810;0,57;48;17,99;0,06;27
5892;41794;27/05/2011;Critical;905;0,59;21;2,78;0,04;27
5893;41794;27/05/2011;Critical;595;0,58;49;20,99;0,06;27
3486;24804;27/05/2011;No Especificado;722;0,6;20;9,71;0;662
7902;56515;27/05/2011;Medio;339;0,39;18;6,3;0,08;263
7901;56515;27/05/2011;Medio;127;0,61;17;58,14;0,1;263
606;4132;28/05/2011;No Especificado;43;0,36;5;2,88;0,01;53
1721;12355;28/05/2011;No Especificado;796;0,59;45;3,95;0,08;767
1719;12355;28/05/2011;No Especificado;446;0,36;36;5,78;0,03;767
1720;12355;28/05/2011;No Especificado;272;0,57;14;14,97;0;767
4054;28898;28/05/2011;Bajo;590;0,36;44;5,78;0,1;536
2087;14948;28/05/2011;Medio;554;0,62;6;100,98;0;781
1224;8993;28/05/2011;Medio;21;0,38;41;3,69;0,02;731
5075;36135;30/05/2011;No Especificado;294;0,39;33;35,99;0,02;568
6216;44007;30/05/2011;Medio;586;0,6;50;5,98;0,07;153
160;995;30/05/2011;Medio;15;0,53;46;39,89;0,03;349
7082;50533;31/05/2011;No Especificado;818;0,8;32;64,65;0,06;448
7083;50533;31/05/2011;No Especificado;907;0,76;3;15,23;0;448
8395;59971;31/05/2011;Critical;291;0,64;26;15,98;0,01;7
8396;59971;31/05/2011;Critical;47;0,38;45;12,28;0,08;7
8397;59971;31/05/2011;Critical;1163;0,4;12;30,98;0,1;7
5407;38438;31/05/2011;Critical;707;0,7;16;39,98;0,08;369
5408;38438;31/05/2011;Critical;680;0,37;17;6,68;0,05;369
1948;13953;31/05/2011;Critical;120;0,36;32;11,34;0,04;424
3295;23557;31/05/2011;No Especificado;358;0,59;7;136,98;0,02;407
7977;57059;01/06/2011;Medio;997;0,38;50;3,98;0,01;314
7978;57059;01/06/2011;Medio;349;0,36;25;98,31;0,03;314
6919;49349;01/06/2011;Alto;120;0,36;11;11,34;0,07;148
6920;49349;01/06/2011;Alto;462;0,41;23;68,81;0,01;148
7244;51650;01/06/2011;Alto;72;0,38;25;19,98;0,08;581
7245;51650;01/06/2011;Alto;243;0,56;43;270,97;0,08;581
7246;51650;01/06/2011;Alto;364;0,58;19;2,94;0,1;581
5569;39457;02/06/2011;Critical;304;0,74;40;122,99;0,03;95
7982;57063;02/06/2011;Medio;499;0,37;26;6,48;0,06;508
7983;57063;02/06/2011;Medio;1020;0,5;22;1,88;0,07;508
1231;8996;02/06/2011;Bajo;1118;0,59;13;65,99;0,02;255
7021;50117;03/06/2011;Critical;352;0,38;17;2,89;0,09;290
5268;37505;03/06/2011;Bajo;356;0,35;1;16,98;0,03;700
5269;37505;03/06/2011;Bajo;467;0,42;9;225,04;0,03;700
5270;37505;03/06/2011;Bajo;513;0,39;42;9,49;0,05;700
6297;44579;03/06/2011;No Especificado;87;0,57;19;218,08;0,1;197
58;326;03/06/2011;Alto;330;0,38;34;5,99;0,03;553
59;326;03/06/2011;Alto;626;0,54;17;5,81;0,05;553
1089;8006;03/06/2011;Medio;323;0,37;27;6,68;0;183
3821;27264;04/06/2011;Bajo;222;0,6;3;19,99;0,02;588
2786;20102;05/06/2011;Alto;857;0,43;15;22,24;0,03;109
5488;38948;05/06/2011;No Especificado;379;0,59;9;155,06;0,03;89
5489;38948;05/06/2011;No Especificado;225;0,57;44;179,99;0,05;89
1010;7367;05/06/2011;Bajo;875;0,71;46;6,48;0,02;155
1009;7367;05/06/2011;Bajo;447;0,36;48;5,43;0,05;155
4708;33540;06/06/2011;Bajo;1129;0,47;21;9,85;0,1;497
5858;41571;06/06/2011;Bajo;490;0,58;42;20,15;0;560
3562;25412;06/06/2011;No Especificado;601;0,36;18;6,48;0,01;771
781;5568;06/06/2011;Medio;555;0,49;8;14,34;0,07;241
2489;18144;07/06/2011;Critical;158;0,4;48;4,28;0,09;242
2490;18144;07/06/2011;Critical;159;0,58;8;28,28;0,09;242
2491;18144;07/06/2011;Critical;160;0,8;41;55,99;0,09;242
2923;21159;07/06/2011;Bajo;1194;0,57;5;2,98;0,05;514
2948;21346;07/06/2011;Alto;724;0,4;46;9,06;0,09;514
6588;46885;07/06/2011;Bajo;201;0,44;27;22,72;0,05;126
6589;46885;07/06/2011;Bajo;826;0,49;48;1,81;0,02;126
6590;46885;07/06/2011;Bajo;311;0,46;32;63,94;0,05;126
8178;58470;08/06/2011;Alto;1254;0,57;24;81,32;0,09;546
8179;58470;08/06/2011;Alto;894;0,35;13;3,71;0,06;546
8180;58470;08/06/2011;Alto;779;0,37;36;6,48;0,06;546
8181;58470;08/06/2011;Alto;41;0,37;45;18,97;0,01;546
8182;58470;08/06/2011;Alto;1215;0,75;5;31,98;0,09;546
727;5221;08/06/2011;No Especificado;398;0,4;48;28,48;0,07;244
1537;11074;09/06/2011;Alto;1178;0,56;21;5,68;0,07;175
1538;11074;09/06/2011;Alto;560;0,59;44;205,99;0,07;175
4372;31169;09/06/2011;Bajo;196;0,57;6;40,97;0,06;772
6669;47462;09/06/2011;Alto;340;0,37;43;3,58;0,08;75
6670;47462;09/06/2011;Alto;341;0,56;18;5,85;0,05;75
6671;47462;09/06/2011;Alto;342;0,4;41;3,29;0,02;75
2292;16519;10/06/2011;Medio;851;0,37;39;4,18;0,08;121
2293;16519;10/06/2011;Medio;817;0,56;49;2,88;0,03;121
7518;53671;10/06/2011;Medio;242;0,39;41;5,74;0,08;426
7519;53671;10/06/2011;Medio;408;0,73;43;140,85;0,01;426
7520;53671;10/06/2011;Medio;321;0,39;39;15,01;0,02;426
5296;37702;10/06/2011;No Especificado;28;0,59;44;13,48;0,05;596
5381;38274;10/06/2011;Alto;200;0,57;9;140,81;0,08;782
5382;38274;10/06/2011;Alto;989;0,55;27;43,57;0,06;782
5383;38274;10/06/2011;Alto;515;0,55;10;55,99;0,02;782
1254;9095;10/06/2011;Alto;591;0,57;23;12,44;0,03;245
8183;58496;11/06/2011;No Especificado;686;0,37;20;6,48;0,06;447
3435;24519;11/06/2011;Critical;990;0,39;22;5,34;0,03;137
598;4070;11/06/2011;Alto;398;0,4;22;28,48;0,06;225
3221;23107;11/06/2011;Medio;1134;0,36;7;5,38;0,07;675
697;4871;11/06/2011;Critical;674;0,66;8;89,99;0,02;289
698;4871;11/06/2011;Critical;945;0,56;26;9,31;0,06;289
6426;45671;12/06/2011;Bajo;324;0,48;13;9,77;0,05;348
7629;54592;12/06/2011;Bajo;1140;0,3;28;70,98;0,05;258
7630;54592;12/06/2011;Bajo;767;0,49;34;4,18;0,03;258
7130;50852;12/06/2011;Medio;1164;0,36;24;7,38;0,03;32
4229;30048;13/06/2011;Medio;417;0,57;44;180,98;0,06;696
4109;29249;13/06/2011;Bajo;68;0,3;12;276,2;0,1;728
4110;29249;13/06/2011;Bajo;63;0,39;47;6,35;0,05;728
5032;35875;14/06/2011;Alto;343;0,57;31;10,98;0,06;175
6256;44292;14/06/2011;No Especificado;269;0,36;1;5,18;0;723
5450;38693;14/06/2011;Bajo;288;0,41;3;699,99;0,02;608
7384;52642;14/06/2011;Bajo;1037;0,6;9;70,98;0,01;572
7385;52642;14/06/2011;Bajo;665;0,79;14;152,48;0,03;572
7386;52642;14/06/2011;Bajo;948;0,36;15;55,98;0,09;572
4160;29506;14/06/2011;Critical;397;0,35;46;4,55;0,01;458
4161;29506;14/06/2011;Critical;75;0,37;8;1,88;0,05;458
1653;11910;15/06/2011;Alto;1158;0,4;21;1,98;0,01;441
6959;49762;15/06/2011;Alto;867;0,4;35;2,94;0,09;698
5149;36704;16/06/2011;Alto;1196;0,4;43;3,14;0,07;611
5150;36704;16/06/2011;Alto;578;0,59;19;3,57;0,08;611
116;771;16/06/2011;Critical;758;0,36;18;4,98;0,08;402
3642;26050;16/06/2011;Alto;430;0,38;44;8,74;0,09;435
1289;9472;16/06/2011;Critical;937;0,37;17;3,15;0,05;760
517;3554;16/06/2011;Bajo;47;0,38;25;12,28;0,08;767
1753;12579;16/06/2011;No Especificado;539;0,39;5;15,04;0,1;609
97;613;17/06/2011;Alto;7;0,38;12;7,3;0,03;647
98;613;17/06/2011;Alto;8;0,3;22;42,76;0,09;647
2524;18340;17/06/2011;Medio;520;0,37;20;7,28;0,1;381
2525;18340;17/06/2011;Medio;686;0,37;28;6,48;0,01;381
5204;36994;17/06/2011;Critical;157;0,78;40;130,98;0,03;259
6660;47398;17/06/2011;Medio;90;0,75;6;262,11;0,03;470
228;1538;17/06/2011;No Especificado;946;0,56;15;95,99;0;660
1712;12293;18/06/2011;Alto;430;0,38;31;8,74;0;605
6300;44609;18/06/2011;Bajo;93;0,44;28;19,84;0,08;211
6301;44609;18/06/2011;Bajo;479;0,37;37;1,48;0,04;211
5459;38786;18/06/2011;Medio;1015;0,62;10;23,99;0,09;237
1213;8902;19/06/2011;Alto;779;0,37;27;6,48;0,05;367
4203;29862;19/06/2011;Medio;76;0,36;34;6,48;0,08;326
8027;57376;19/06/2011;Critical;723;0,52;44;10,52;0,07;428
8028;57376;19/06/2011;Critical;308;0,57;6;65,99;0,07;428
3359;24038;20/06/2011;Alto;149;0,58;38;2,78;0,1;630
3360;24038;20/06/2011;Alto;268;0,56;15;65,99;0;630
7197;51360;20/06/2011;Medio;1065;0,38;12;3,69;0;381
3716;26531;20/06/2011;Medio;213;0,56;26;205,99;0;772
2322;16737;20/06/2011;No Especificado;891;0,4;15;90,48;0,01;783
4607;32806;21/06/2011;Critical;267;0,46;8;20,24;0,02;95
6043;42850;21/06/2011;Medio;900;0,51;27;29,99;0,05;438
4608;32806;21/06/2011;Alto;99;0,38;48;3,69;0,1;608
4609;32806;21/06/2011;Alto;323;0,37;33;6,68;0,02;608
7944;56743;22/06/2011;Medio;751;0,41;23;22,23;0,06;511
7569;54150;22/06/2011;Critical;195;0,59;12;195,99;0,01;736
6548;46565;22/06/2011;No Especificado;257;0,52;16;300,65;0,05;606
6549;46565;22/06/2011;No Especificado;598;0,47;50;17,67;0,1;606
6550;46565;22/06/2011;No Especificado;818;0,8;8;64,65;0,01;606
8374;59812;22/06/2011;Medio;221;0,71;46;193,17;0;762
8375;59812;22/06/2011;Medio;781;0,48;2;12,64;0,06;762
1579;11425;22/06/2011;Critical;628;0,58;29;16,91;0,1;576
1580;11425;22/06/2011;Critical;558;0,58;23;155,99;0,04;576
7210;51462;22/06/2011;Medio;61;0,57;15;28,15;0,08;784
1428;10340;22/06/2011;Alto;909;0,55;24;320,98;0,03;132
1429;10340;22/06/2011;Alto;426;0,69;2;110,98;0,08;132
1430;10340;22/06/2011;Alto;879;0,59;15;22,01;0,09;132
4345;30944;22/06/2011;Critical;1239;0,36;32;16,74;0,01;601
3348;23943;23/06/2011;Critical;347;0,55;24;15,94;0,03;249
3228;23169;23/06/2011;Critical;537;0,48;22;80,98;0,1;482
3227;23169;23/06/2011;Critical;1184;0,37;27;6,48;0,07;482
1404;10210;23/06/2011;No Especificado;645;0,65;10;73,98;0,04;62
353;2465;23/06/2011;Critical;65;0,54;28;39,48;0,04;168
